STATE_NAME,COUNTY_NAME,COUNTY_FIPS_CODE,MCINFANT,MCTODDLER,MCPRESCHOOL,MFCCINFANT,MFCCTODDLER,MFCCPRESCHOOL,Median_Household_Income,Median_Family_Income,Weighted_Center_Price,Weighted_Family_Care_Price
Alabama,Autauga County,1001,145.8,138.72,124.97,135.73,129.69,129.69,68315,83790,137.28333333333333,132.37444444444444
Alabama,Baldwin County,1003,133.3,129.14,122.89,129.48,129.48,129.48,71039,89953,128.90555555555554,129.47999999999996
Alabama,Barbour County,1005,121.85,116.65,110.4,104.87,105.72,105.72,39712,55672,116.87777777777777,105.34222222222222
Alabama,Bibb County,1007,136.43,132.47,128.72,103.58,103.58,103.58,50669,70064,132.98,103.58
Alabama,Blount County,1009,145.92,150.45,137.95,145.57,141.82,129.32,57440,73528,144.27,139.31999999999996
Alabama,Bullock County,1011,145.8,138.72,124.97,135.73,129.69,129.69,36136,43750,137.28333333333333,132.37444444444444
Alabama,Butler County,1013,144.84,137.9,124.15,135.57,129.54,129.54,44429,59217,136.4011111111111,132.22
Alabama,Calhoun County,1015,114.77,114.56,114.56,103.58,103.58,103.58,54339,68959,114.65333333333332,103.58
Alabama,Chambers County,1017,134.97,134.35,125.6,133.58,132.16,128.41,48805,60000,131.70888888888888,131.54111111111112
Alabama,Cherokee County,1019,117.55,107.81,102.81,82.77,83.84,83.84,46621,63429,110.47222222222223,83.36444444444444
Alabama,Chilton County,1021,144.84,137.9,124.15,135.57,129.54,129.54,62471,72090,136.4011111111111,132.22
Alabama,Choctaw County,1023,135.57,131.65,127.9,103.46,103.46,103.46,43299,64349,132.14222222222222,103.46000000000001
Alabama,Clarke County,1025,132.34,128.25,122.0,129.32,129.32,129.32,47549,64688,127.98444444444443,129.31999999999996
Alabama,Clay County,1027,113.98,113.8,113.8,103.46,103.46,103.46,48074,60216,113.88000000000001,103.46000000000001
Alabama,Cleburne County,1029,113.98,113.8,113.8,103.46,103.46,103.46,51553,71833,113.88000000000001,103.46000000000001
Alabama,Coffee County,1031,121.85,116.65,110.4,104.87,105.72,105.72,62199,76211,116.87777777777777,105.34222222222222
Alabama,Colbert County,1033,136.01,134.55,127.05,146.08,140.05,140.05,56149,69400,132.6988888888889,142.73
Alabama,Conecuh County,1035,132.34,128.25,122.0,129.32,129.32,129.32,39888,55380,127.98444444444443,129.31999999999996
Alabama,Coosa County,1037,113.98,113.8,113.8,103.46,103.46,103.46,52279,64482,113.88000000000001,103.46000000000001
Alabama,Covington County,1039,145.8,138.72,124.97,135.73,129.69,129.69,48772,66211,137.28333333333333,132.37444444444444
Alabama,Crenshaw County,1041,121.13,115.96,109.71,104.75,105.61,105.61,48557,69602,116.17444444444443,105.22777777777776
Alabama,Cullman County,1043,134.93,133.59,126.09,145.92,139.88,139.88,58119,72331,131.68555555555554,142.56444444444443
Alabama,Dale County,1045,121.85,116.65,110.4,104.87,105.72,105.72,52813,67776,116.87777777777777,105.34222222222222
Alabama,Dallas County,1047,145.8,138.72,124.97,135.73,129.69,129.69,37180,52453,137.28333333333333,132.37444444444444
Alabama,DeKalb County,1049,117.55,107.81,102.81,82.77,83.84,83.84,47920,59225,110.47222222222223,83.36444444444444
Alabama,Elmore County,1051,145.8,138.72,124.97,135.73,129.69,129.69,73258,84463,137.28333333333333,132.37444444444444
Alabama,Escambia County,1053,133.3,129.14,122.89,129.48,129.48,129.48,41153,57329,128.90555555555554,129.47999999999996
Alabama,Etowah County,1055,118.31,108.52,103.52,82.87,83.94,83.94,52177,67242,111.20444444444445,83.46444444444444
Alabama,Fayette County,1057,135.57,131.65,127.9,103.46,103.46,103.46,45650,62336,132.14222222222222,103.46000000000001
Alabama,Franklin County,1059,134.93,133.59,126.09,145.92,139.88,139.88,47359,61857,131.68555555555554,142.56444444444443
Alabama,Geneva County,1061,121.13,115.96,109.71,104.75,105.61,105.61,47608,60345,116.17444444444443,105.22777777777776
Alabama,Greene County,1063,135.57,131.65,127.9,103.46,103.46,103.46,32796,53019,132.14222222222222,103.46000000000001
Alabama,Hale County,1065,135.57,131.65,127.9,103.46,103.46,103.46,35851,64661,132.14222222222222,103.46000000000001
Alabama,Henry County,1067,121.13,115.96,109.71,104.75,105.61,105.61,58395,75475,116.17444444444443,105.22777777777776
Alabama,Houston County,1069,121.85,116.65,110.4,104.87,105.72,105.72,55064,72526,116.87777777777777,105.34222222222222
Alabama,Jackson County,1071,117.55,107.81,102.81,82.77,83.84,83.84,46748,59400,110.47222222222223,83.36444444444444
Alabama,Jefferson County,1073,146.83,151.26,138.76,145.57,141.82,129.32,63595,83299,145.12444444444444,139.31999999999996
Alabama,Lamar County,1075,135.57,131.65,127.9,103.46,103.46,103.46,49565,63495,132.14222222222222,103.46000000000001
Alabama,Lauderdale County,1077,136.01,134.55,127.05,146.08,140.05,140.05,56081,76544,132.6988888888889,142.73
Alabama,Lawrence County,1079,134.93,133.59,126.09,145.92,139.88,139.88,54786,71188,131.68555555555554,142.56444444444443
Alabama,Lee County,1081,134.97,134.35,125.6,133.58,132.16,128.41,59288,86772,131.70888888888888,131.54111111111112
Alabama,Limestone County,1083,136.01,134.55,127.05,146.08,140.05,140.05,80146,95707,132.6988888888889,142.73
Alabama,Lowndes County,1085,144.84,137.9,124.15,135.57,129.54,129.54,33125,50126,136.4011111111111,132.22
Alabama,Macon County,1087,134.97,134.35,125.6,133.58,132.16,128.41,41206,52617,131.70888888888888,131.54111111111112
Alabama,Madison County,1089,136.01,134.55,127.05,146.08,140.05,140.05,78058,101032,132.6988888888889,142.73
Alabama,Marengo County,1091,136.43,132.47,128.72,103.58,103.58,103.58,42975,67083,132.98,103.58
Alabama,Marion County,1093,135.57,131.65,127.9,103.46,103.46,103.46,49743,63260,132.14222222222222,103.46000000000001
Alabama,Marshall County,1095,118.31,108.52,103.52,82.87,83.94,83.94,58272,71511,111.20444444444445,83.46444444444444
Alabama,Mobile County,1097,133.3,129.14,122.89,129.48,129.48,129.48,55352,70688,128.90555555555554,129.47999999999996
Alabama,Monroe County,1099,132.34,128.25,122.0,129.32,129.32,129.32,39965,59610,127.98444444444443,129.31999999999996
Alabama,Montgomery County,1101,145.5,138.46,124.71,135.57,129.54,129.54,56707,71258,137.00555555555556,132.22
Alabama,Morgan County,1103,136.01,134.55,127.05,146.08,140.05,140.05,61588,79360,132.6988888888889,142.73
Alabama,Perry County,1105,135.57,131.65,127.9,103.46,103.46,103.46,32332,40462,132.14222222222222,103.46000000000001
Alabama,Pickens County,1107,135.57,131.65,127.9,103.46,103.46,103.46,45339,59738,132.14222222222222,103.46000000000001
Alabama,Pike County,1109,121.85,116.65,110.4,104.87,105.72,105.72,42616,68530,116.87777777777777,105.34222222222222
Alabama,Randolph County,1111,113.98,113.8,113.8,103.46,103.46,103.46,49879,62321,113.88000000000001,103.46000000000001
Alabama,Russell County,1113,134.97,134.35,125.6,133.58,132.16,128.41,47420,60960,131.70888888888888,131.54111111111112
Alabama,St. Clair County,1115,145.92,150.45,137.95,145.57,141.82,129.32,73218,83565,144.27,139.31999999999996
Alabama,Shelby County,1117,147.25,151.63,139.13,145.73,141.98,129.48,90618,112123,145.51666666666665,139.47999999999996
Alabama,Sumter County,1119,135.57,131.65,127.9,103.46,103.46,103.46,31726,46198,132.14222222222222,103.46000000000001
Alabama,Talladega County,1121,114.77,114.56,114.56,103.58,103.58,103.58,52457,66224,114.65333333333332,103.58
Alabama,Tallapoosa County,1123,133.98,133.42,124.67,133.42,132.0,128.25,53282,63358,130.7522222222222,131.3811111111111
Alabama,Tuscaloosa County,1125,136.43,132.47,128.72,103.58,103.58,103.58,61645,83129,132.98,103.58
Alabama,Walker County,1127,145.92,150.45,137.95,145.57,141.82,129.32,52987,68810,144.27,139.31999999999996
Alabama,Washington County,1129,132.34,128.25,122.0,129.32,129.32,129.32,51184,75492,127.98444444444443,129.31999999999996
Alabama,Wilcox County,1131,144.84,137.9,124.15,135.57,129.54,129.54,38208,46269,136.4011111111111,132.22
Alabama,Winston County,1133,134.93,133.59,126.09,145.92,139.88,139.88,49494,61537,131.68555555555554,142.56444444444443
Alaska,Aleutians East Borough,2013,,,,,,,79961,79922,,
Alaska,Aleutians West Census Area,2016,,,,,,,100662,111607,,
Alaska,Anchorage Municipality,2020,361.9,337.18,289.75,259.61,233.97,229.17,95731,115272,332.3566666666666,243.76555555555555
Alaska,Bethel Census Area,2050,,,,,,,64094,67266,,
Alaska,Bristol Bay Borough,2060,,,,,,,94167,104688,,
Alaska,Chugach Census Area,2063,,,,,,,83068,96290,,
Alaska,Copper River Census Area,2066,,,,,,,70606,95208,,
Alaska,Denali Borough,2068,,,,,,,87292,131750,,
Alaska,Dillingham Census Area,2070,,,,,,,69412,72500,,
Alaska,Fairbanks North Star Borough,2090,395.21,286.15,265.07,315.85,235.08,215.48,81655,100854,327.59444444444443,264.44444444444446
Alaska,Haines Borough,2100,,,,,,,68276,101875,,
Alaska,Hoonah-Angoon Census Area,2105,,,,,,,62344,79063,,
Alaska,Juneau City and Borough,2110,226.67,226.67,251.75,131.54,269.08,257.46,95711,113750,235.02999999999997,204.07777777777778
Alaska,Kenai Peninsula Borough,2122,154.85,217.21,193.96,251.47,243.77,224.62,76272,101126,181.74444444444447,240.8088888888889
Alaska,Ketchikan Gateway Borough,2130,311.98,266.92,248.0,141.14,147.42,153.97,82763,105493,280.64000000000004,146.8122222222222
Alaska,Kodiak Island Borough,2150,280.85,243.46,234.0,272.47,247.27,231.62,91138,104276,256.9244444444444,253.25333333333333
Alaska,Kusilvak Census Area,2158,,,,,,,42663,43882,,
Alaska,Lake and Peninsula Borough,2164,,,,,,,61607,64875,,
Alaska,Matanuska-Susitna Borough,2170,249.18,239.15,231.15,215.76,212.27,210.62,86435,100753,240.9411111111111,213.2711111111111
Alaska,Nome Census Area,2180,,,,,,,70121,70588,,
Alaska,North Slope Borough,2185,,,,,,,83472,92656,,
Alaska,Northwest Arctic Borough,2188,,,,,,,77647,77546,,
Alaska,Petersburg Borough,2195,,,,,,,77826,90037,,
Alaska,Prince of Wales-Hyder Census Area,2198,,,,,,,61779,77548,,
Alaska,Sitka City and Borough,2220,469.48,406.92,360.0,,,,95261,107896,419.08444444444444,
Alaska,Skagway Municipality,2230,,,,,,,79583,110833,,
Alaska,Southeast Fairbanks Census Area,2240,,,,,,,75378,82135,,
Alaska,Wrangell City and Borough,2275,,,,,,,61000,77500,,
Alaska,Yakutat City and Borough,2282,,,,,,,76875,90750,,
Alaska,Yukon-Koyukuk Census Area,2290,,,,,,,47826,59458,,
Arizona,Apache County,4001,225.0,175.0,175.0,175.0,150.0,150.0,37483,46534,197.22222222222223,161.11111111111111
Arizona,Cochise County,4003,215.0,154.75,154.75,175.0,175.0,175.0,58421,73643,181.52777777777777,175.0
Arizona,Coconino County,4005,225.0,175.0,175.0,175.0,150.0,150.0,67266,86862,197.22222222222223,161.11111111111111
Arizona,Gila County,4007,208.75,161.9,161.9,210.0,172.5,172.5,55242,64786,182.72222222222223,189.16666666666666
Arizona,Graham County,4009,215.0,154.75,154.75,175.0,175.0,175.0,64089,71035,181.52777777777777,175.0
Arizona,Greenlee County,4011,215.0,154.75,154.75,175.0,175.0,175.0,73756,78172,181.52777777777777,175.0
Arizona,La Paz County,4012,187.5,155.0,155.0,175.0,175.0,175.0,46634,58960,169.44444444444446,175.0
Arizona,Maricopa County,4013,270.0,210.0,210.0,180.0,171.45,171.45,80675,94672,236.66666666666666,175.25
Arizona,Mohave County,4015,187.5,155.0,155.0,175.0,175.0,175.0,53592,64283,169.44444444444446,175.0
Arizona,Navajo County,4017,225.0,175.0,175.0,175.0,150.0,150.0,50335,58541,197.22222222222223,161.11111111111111
Arizona,Pima County,4019,250.0,182.5,182.5,175.0,175.0,175.0,64323,82620,212.5,175.0
Arizona,Pinal County,4021,208.75,161.9,161.9,210.0,172.5,172.5,73313,80809,182.72222222222223,189.16666666666666
Arizona,Santa Cruz County,4023,215.0,154.75,154.75,175.0,175.0,175.0,51885,59444,181.52777777777777,175.0
Arizona,Yavapai County,4025,225.0,175.0,175.0,175.0,150.0,150.0,62430,78461,197.22222222222223,161.11111111111111
Arizona,Yuma County,4027,187.5,155.0,155.0,175.0,175.0,175.0,56439,61867,169.44444444444446,175.0
Arkansas,Arkansas County,5001,,,,,,,58695,71861,,
Arkansas,Ashley County,5003,,,,,,,44804,60030,,
Arkansas,Baxter County,5005,,,,,,,47403,59981,,
Arkansas,Benton County,5007,,,,,,,85269,97168,,
Arkansas,Boone County,5009,,,,,,,52275,66617,,
Arkansas,Bradley County,5011,,,,,,,43688,60497,,
Arkansas,Calhoun County,5013,,,,,,,60237,65800,,
Arkansas,Carroll County,5015,,,,,,,56826,68994,,
Arkansas,Chicot County,5017,,,,,,,36593,53495,,
Arkansas,Clark County,5019,,,,,,,48071,66543,,
Arkansas,Clay County,5021,,,,,,,44685,59157,,
Arkansas,Cleburne County,5023,,,,,,,52780,64091,,
Arkansas,Cleveland County,5025,,,,,,,48913,72857,,
Arkansas,Columbia County,5027,,,,,,,47441,58889,,
Arkansas,Conway County,5029,,,,,,,50282,61839,,
Arkansas,Craighead County,5031,,,,,,,55169,72208,,
Arkansas,Crawford County,5033,,,,,,,56702,66704,,
Arkansas,Crittenden County,5035,,,,,,,51860,60037,,
Arkansas,Cross County,5037,,,,,,,48129,61332,,
Arkansas,Dallas County,5039,,,,,,,40085,71923,,
Arkansas,Desha County,5041,,,,,,,38067,50040,,
Arkansas,Drew County,5043,,,,,,,44968,63163,,
Arkansas,Faulkner County,5045,,,,,,,61273,79614,,
Arkansas,Franklin County,5047,,,,,,,47695,67408,,
Arkansas,Fulton County,5049,,,,,,,38917,50833,,
Arkansas,Garland County,5051,,,,,,,54229,68326,,
Arkansas,Grant County,5053,,,,,,,68598,85655,,
Arkansas,Greene County,5055,,,,,,,54879,63750,,
Arkansas,Hempstead County,5057,,,,,,,45049,60161,,
Arkansas,Hot Spring County,5059,,,,,,,50260,63503,,
Arkansas,Howard County,5061,,,,,,,44824,56071,,
Arkansas,Independence County,5063,,,,,,,52361,62620,,
Arkansas,Izard County,5065,,,,,,,46159,58294,,
Arkansas,Jackson County,5067,,,,,,,41929,57354,,
Arkansas,Jefferson County,5069,,,,,,,46855,63405,,
Arkansas,Johnson County,5071,,,,,,,42470,52822,,
Arkansas,Lafayette County,5073,,,,,,,40262,58338,,
Arkansas,Lawrence County,5075,,,,,,,43606,57787,,
Arkansas,Lee County,5077,,,,,,,33801,50338,,
Arkansas,Lincoln County,5079,,,,,,,50526,64237,,
Arkansas,Little River County,5081,,,,,,,58627,76776,,
Arkansas,Logan County,5083,,,,,,,51131,64891,,
Arkansas,Lonoke County,5085,,,,,,,68078,83730,,
Arkansas,Madison County,5087,,,,,,,51514,59823,,
Arkansas,Marion County,5089,,,,,,,42891,53983,,
Arkansas,Miller County,5091,,,,,,,47613,61391,,
Arkansas,Mississippi County,5093,,,,,,,50012,62701,,
Arkansas,Monroe County,5095,,,,,,,41786,67631,,
Arkansas,Montgomery County,5097,,,,,,,47103,56905,,
Arkansas,Nevada County,5099,,,,,,,43421,47059,,
Arkansas,Newton County,5101,,,,,,,50699,66066,,
Arkansas,Ouachita County,5103,,,,,,,47348,62302,,
Arkansas,Perry County,5105,,,,,,,53980,67529,,
Arkansas,Phillips County,5107,,,,,,,37458,50951,,
Arkansas,Pike County,5109,,,,,,,49248,65119,,
Arkansas,Poinsett County,5111,,,,,,,43440,56293,,
Arkansas,Polk County,5113,,,,,,,48449,60528,,
Arkansas,Pope County,5115,,,,,,,51678,64117,,
Arkansas,Prairie County,5117,,,,,,,47045,76988,,
Arkansas,Pulaski County,5119,,,,,,,58326,79879,,
Arkansas,Randolph County,5121,,,,,,,45993,59380,,
Arkansas,St. Francis County,5123,,,,,,,39822,47612,,
Arkansas,Saline County,5125,,,,,,,73236,89404,,
Arkansas,Scott County,5127,,,,,,,45340,61206,,
Arkansas,Searcy County,5129,,,,,,,42063,52830,,
Arkansas,Sebastian County,5131,,,,,,,54047,67102,,
Arkansas,Sevier County,5133,,,,,,,53567,59400,,
Arkansas,Sharp County,5135,,,,,,,43332,55625,,
Arkansas,Stone County,5137,,,,,,,37664,51894,,
Arkansas,Union County,5139,,,,,,,49745,64484,,
Arkansas,Van Buren County,5141,,,,,,,45768,59654,,
Arkansas,Washington County,5143,,,,,,,61985,79154,,
Arkansas,White County,5145,,,,,,,51144,64231,,
Arkansas,Woodruff County,5147,,,,,,,49608,63850,,
Arkansas,Yell County,5149,,,,,,,55879,64475,,
California,Alameda County,6001,515.91,371.02,408.33,360.65,311.36,345.38,122488,149535,447.8522222222222,344.6066666666666
California,Alpine County,6003,355.94,186.24,167.84,201.96,199.5,199.5,101125,114625,255.52888888888884,200.59333333333336
California,Amador County,6005,234.97,186.21,145.46,216.09,204.62,194.08,74853,95970,194.29777777777778,206.20444444444445
California,Butte County,6007,354.03,216.29,179.09,291.06,242.17,224.87,66085,85990,265.10777777777776,258.1322222222222
California,Calaveras County,6009,290.98,196.22,162.48,243.78,219.02,205.65,77526,89134,227.08888888888887,225.56777777777782
California,Colusa County,6011,264.77,184.51,152.78,240.01,219.27,205.88,69619,80746,209.60444444444443,224.02444444444444
California,Contra Costa County,6013,481.76,345.76,380.54,318.61,288.29,319.79,120020,139078,417.7977777777778,312.2655555555556
California,Del Norte County,6015,224.43,178.77,148.03,230.67,210.25,195.23,61149,74548,188.81666666666663,214.31888888888886
California,El Dorado County,6017,449.96,290.15,227.66,371.83,305.55,286.67,99246,122465,340.34666666666664,328.7144444444445
California,Fresno County,6019,415.6,249.8,202.96,295.08,250.56,233.85,67756,76092,307.8755555555556,264.77666666666664
California,Glenn County,6021,238.22,181.92,150.64,210.7,192.79,179.01,64033,75654,196.51555555555555,196.15666666666664
California,Humboldt County,6023,366.24,231.53,191.72,252.62,219.86,204.15,57881,80244,278.1311111111111,229.18333333333337
California,Imperial County,6025,221.78,175.49,161.21,189.67,184.9,179.76,53847,60776,191.30333333333334,185.30666666666664
California,Inyo County,6027,360.87,212.6,176.04,248.87,219.86,204.15,63417,80504,266.31111111111113,227.51666666666668
California,Kern County,6029,352.63,206.07,170.63,237.57,205.41,190.74,63883,71065,259.39444444444445,214.81333333333333
California,Kings County,6031,260.51,184.3,152.61,217.96,195.29,181.34,68540,72111,207.60777777777778,200.71555555555554
California,Lake County,6033,261.43,196.16,162.43,231.86,205.99,194.86,56259,77378,213.92555555555555,213.77777777777777
California,Lassen County,6035,224.43,178.77,148.03,230.16,209.91,194.92,59515,69158,188.81666666666663,213.91333333333333
California,Los Angeles County,6037,256.98,220.77,224.99,284.37,230.19,221.71,83411,93675,238.27,251.44333333333336
California,Madera County,6039,331.52,188.27,155.9,235.91,210.44,195.41,73543,79066,241.14666666666668,216.75
California,Marin County,6041,548.16,393.74,433.34,392.22,367.07,407.17,142019,185883,475.5711111111111,391.6144444444445
California,Mariposa County,6043,254.31,183.68,152.1,231.73,210.72,195.67,60021,71667,204.54444444444445,215.0411111111111
California,Mendocino County,6045,278.06,202.72,167.86,239.64,212.14,200.68,61335,79466,224.58444444444447,220.5422222222222
California,Merced County,6047,244.53,199.31,165.04,230.7,202.4,190.6,64772,70798,207.98444444444445,211.04444444444445
California,Modoc County,6049,224.43,178.77,148.03,205.49,190.83,177.19,54962,61250,188.81666666666663,192.79888888888888
California,Mono County,6051,369.94,240.4,282.89,295.3,254.25,260.02,82038,99721,312.1366666666667,274.4177777777778
California,Monterey County,6053,402.95,252.26,197.63,318.67,270.66,253.75,91043,97004,301.0233333333333,286.3611111111111
California,Napa County,6055,377.07,264.34,238.23,262.42,250.56,250.56,105809,122540,305.73888888888894,255.83111111111108
California,Nevada County,6057,316.71,212.56,201.0,218.15,206.68,206.68,79395,100889,254.9955555555555,211.77777777777777
California,Orange County,6059,393.71,281.67,253.84,299.98,279.39,279.39,109361,124132,322.1888888888888,288.54111111111115
California,Placer County,6061,448.93,296.52,232.66,389.29,330.27,309.87,109375,131178,342.9711111111111,349.7011111111111
California,Plumas County,6063,224.43,178.77,148.03,230.16,209.91,194.92,67885,86990,188.81666666666663,213.91333333333333
California,Riverside County,6065,404.68,238.16,188.73,231.18,215.45,203.92,84505,95246,295.6922222222222,218.59777777777776
California,Sacramento County,6067,346.92,221.38,260.5,241.95,200.0,204.54,84010,97966,290.21555555555557,220.15777777777774
California,San Benito County,6069,385.99,230.78,253.99,236.88,212.78,236.03,104451,112958,307.4988888888889,231.2411111111111
California,San Bernardino County,6071,384.25,221.37,173.0,270.82,238.91,223.63,77423,85528,277.6377777777778,247.9988888888889
California,San Diego County,6073,379.21,269.21,242.61,250.86,238.07,238.07,96974,111734,309.23222222222216,243.75444444444443
California,San Francisco County,6075,606.61,433.45,477.04,395.36,369.3,409.64,136689,159981,524.94,394.32888888888886
California,San Joaquin County,6077,386.69,236.33,185.14,328.06,276.1,258.85,82837,91565,286.09333333333336,293.4433333333334
California,San Luis Obispo County,6079,361.27,231.53,272.45,246.01,209.27,214.02,90158,114196,302.8322222222222,227.18222222222224
California,San Mateo County,6081,554.56,397.22,437.17,375.02,357.05,396.05,149907,175776,480.46555555555557,378.03666666666663
California,Santa Barbara County,6083,452.53,309.04,242.11,363.01,305.45,286.37,92332,105067,350.50333333333333,324.6722222222222
California,Santa Clara County,6085,527.14,372.66,410.14,360.87,312.5,346.64,153792,174855,453.8111111111111,345.3777777777778
California,Santa Cruz County,6087,476.88,325.78,255.62,407.69,334.59,313.92,104409,127331,369.5488888888889,360.1888888888889
California,Shasta County,6089,248.26,182.16,214.35,208.5,173.59,177.53,68347,85284,222.26777777777775,190.41888888888886
California,Sierra County,6091,224.43,178.77,148.03,205.49,190.83,177.19,61108,73917,188.81666666666663,192.79888888888888
California,Siskiyou County,6093,265.43,203.84,220.95,191.57,181.33,194.29,53898,67908,236.91666666666666,190.20111111111112
California,Solano County,6095,423.65,272.1,213.51,366.88,303.75,284.98,97037,110159,319.92555555555555,325.5511111111111
California,Sonoma County,6097,243.21,200.2,204.03,286.16,231.93,223.38,99266,119780,220.5922222222222,253.18222222222224
California,Stanislaus County,6099,316.32,218.33,171.04,304.24,258.27,242.13,74872,83732,246.11777777777775,273.3211111111111
California,Sutter County,6101,306.68,196.74,231.51,219.61,186.57,190.81,72654,83847,257.19222222222226,202.66777777777781
California,Tehama County,6103,235.78,181.57,150.35,221.56,196.66,182.61,59029,73102,195.2566666666667,203.04333333333332
California,Trinity County,6105,224.43,178.77,148.03,242.53,212.73,197.53,47317,61905,188.81666666666663,220.9077777777778
California,Tulare County,6107,240.26,190.93,158.1,246.22,219.52,206.13,64474,67525,201.9111111111111,226.92333333333335
California,Tuolumne County,6109,269.42,207.28,161.92,240.72,218.46,207.21,70432,91287,219.77777777777777,224.60333333333332
California,Ventura County,6111,424.72,271.84,299.18,261.63,236.33,262.14,102141,116726,348.9,256.17777777777775
California,Yolo County,6113,387.21,264.98,311.82,260.15,219.73,224.72,85097,111069,334.91777777777776,239.35777777777778
California,Yuba County,6115,365.14,219.24,178.13,273.43,241.05,224.97,66693,76321,270.3811111111111,250.08111111111114
Colorado,Adams County,8001,392.4,330.85,270.9,246.35,221.5,221.5,86297,98225,338.22222222222223,232.54444444444445
Colorado,Alamosa County,8003,171.7,127.35,119.8,164.8,162.3,162.3,52271,65720,144.54444444444445,163.41111111111113
Colorado,Arapahoe County,8005,377.4,325.5,280.5,256.8,239.35,239.35,92292,114803,333.56666666666666,247.10555555555558
Colorado,Archuleta County,8007,223.1,208.5,189.4,223.65,223.65,223.65,66813,78896,208.62222222222223,223.65
Colorado,Baca County,8009,103.85,126.8,114.4,91.35,89.7,89.7,42115,65735,112.46666666666667,90.43333333333332
Colorado,Bent County,8011,103.85,126.8,100.95,87.7,87.7,87.7,45776,53500,107.98333333333332,87.7
Colorado,Boulder County,8013,403.85,389.3,347.55,268.55,253.5,253.5,99770,136591,381.85,260.1888888888889
Colorado,Broomfield County,8014,341.4,326.5,264.65,311.05,270.85,270.85,117541,154023,312.50555555555553,288.7166666666667
Colorado,Chaffee County,8015,283.15,124.1,372.05,260.0,235.0,235.0,65703,83786,277.4388888888889,246.11111111111111
Colorado,Cheyenne County,8017,103.85,126.8,372.05,148.5,148.35,148.35,65577,88125,198.35,148.41666666666666
Colorado,Clear Creek County,8019,279.0,227.6,207.6,234.75,210.95,210.95,87169,123354,243.77777777777777,221.52777777777777
Colorado,Conejos County,8021,103.85,126.8,86.85,178.85,147.25,147.25,44093,62375,103.28333333333332,161.29444444444445
Colorado,Costilla County,8023,183.1,146.5,137.8,151.9,151.8,151.8,34578,49120,159.86666666666665,151.84444444444446
Colorado,Crowley County,8025,182.4,144.6,136.6,151.9,151.8,151.8,40685,62143,158.73333333333335,151.84444444444446
Colorado,Custer County,8027,223.1,208.5,189.4,151.95,146.75,146.75,66250,72297,208.62222222222223,149.0611111111111
Colorado,Delta County,8029,152.5,141.9,192.2,142.65,128.55,128.55,56349,72437,163.37777777777777,134.81666666666666
Colorado,Denver County,8031,429.95,374.4,332.0,223.15,219.1,219.1,85853,109682,384.9555555555555,220.9
Colorado,Dolores County,8033,219.3,201.85,183.95,146.9,143.6,143.6,64708,91985,203.63888888888889,145.06666666666666
Colorado,Douglas County,8035,401.2,321.95,276.35,260.5,255.8,255.8,139010,158102,341.97222222222223,257.8888888888889
Colorado,Eagle County,8037,332.6,302.75,290.9,226.2,221.75,221.75,98887,114344,312.0666666666667,223.72777777777776
Colorado,Elbert County,8039,280.6,266.05,250.25,255.65,229.65,229.65,124360,136020,267.25,241.2055555555556
Colorado,El Paso County,8041,350.45,300.5,266.05,241.7,214.45,214.45,82748,98645,311.2166666666667,226.5611111111111
Colorado,Fremont County,8043,166.05,153.55,242.45,167.2,148.5,148.5,56165,73966,188.73888888888888,156.8111111111111
Colorado,Garfield County,8045,297.35,253.1,271.2,267.7,240.7,240.7,82772,96416,278.8,252.7
Colorado,Gilpin County,8047,294.35,274.7,245.2,232.05,216.0,216.0,95902,116235,273.59999999999997,223.13333333333335
Colorado,Grand County,8049,341.85,347.95,263.8,309.75,269.95,269.95,79367,104579,317.1888888888889,287.6388888888889
Colorado,Gunnison County,8051,285.1,262.0,154.7,215.85,200.45,200.45,76538,113112,236.50000000000003,207.29444444444445
Colorado,Hinsdale County,8053,,,,,,,58712,73977,,
Colorado,Huerfano County,8055,285.1,102.8,91.85,146.9,143.6,143.6,49631,65211,180.17222222222222,145.06666666666666
Colorado,Jackson County,8057,,,,,,,38686,53750,,
Colorado,Jefferson County,8059,415.2,358.05,327.4,270.95,258.25,258.25,103167,127276,373.2333333333333,263.89444444444445
Colorado,Kiowa County,8061,103.85,126.8,112.35,148.5,148.35,148.35,45250,60000,111.78333333333332,148.41666666666666
Colorado,Kit Carson County,8063,177.7,130.95,128.15,181.55,179.4,179.4,58992,72062,150.79444444444445,180.35555555555558
Colorado,Lake County,8065,231.75,200.75,166.6,209.7,199.95,199.95,78942,98158,203.14444444444442,204.28333333333333
Colorado,La Plata County,8067,286.0,236.7,211.9,234.75,210.95,210.95,81936,104101,250.34444444444446,221.52777777777777
Colorado,Larimer County,8069,391.25,351.05,290.6,232.05,216.0,216.0,87199,112985,348.7666666666667,223.13333333333335
Colorado,Las Animas County,8071,110.7,94.05,87.7,138.7,137.35,137.35,48965,63730,99.33333333333333,137.95
Colorado,Lincoln County,8073,167.85,192.8,180.05,137.2,137.05,137.05,59167,89519,177.4611111111111,137.11666666666665
Colorado,Logan County,8075,166.05,157.15,157.15,136.0,136.0,136.0,54864,79579,161.10555555555558,136.0
Colorado,Mesa County,8077,222.6,202.15,181.2,174.25,169.65,169.65,68077,83034,204.25555555555553,171.69444444444446
